"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"80","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 10:27:05,FALSE,NA,"1226452452100038656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tofar1",18,TRUE,FALSE,NA,NA
"81","At last @BeyondMeat in France ! 👍😀🍔 #BeyondMeat https://t.co/WXTeeRcWQ7",FALSE,0,NA,2020-02-09 10:17:29,FALSE,NA,"1226450037649104897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SitgesFranck",0,FALSE,FALSE,NA,NA
"82","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 10:11:39,FALSE,NA,"1226448566123581440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Havin_a_crack",18,TRUE,FALSE,NA,NA
"83","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 10:07:15,FALSE,NA,"1226447460815507456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CFaydy",18,TRUE,FALSE,NA,NA
"84","KFC’s Beyond Meat chicken is a damn miracle https://t.co/CD3MiMh5yi #beyondmeat",FALSE,0,NA,2020-02-09 10:06:11,FALSE,NA,"1226447190345887744",NA,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","BbqWise",0,FALSE,FALSE,NA,NA
"85","RT @gonzotrucker: #plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,0,NA,2020-02-09 09:54:29,FALSE,NA,"1226444249077440512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsBossyLeo",18,TRUE,FALSE,NA,NA
"86","#plantbased #vegan #BeyondMeat https://t.co/nBiLohnUjU",FALSE,92,NA,2020-02-09 09:47:30,FALSE,NA,"1226442489478836224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gonzotrucker",18,FALSE,FALSE,NA,NA
"87","RT #SEEDSandCHIPS:

Meet the mechanical engineer who left Boeing to make plant-based chicken… https://t.co/UpiCUSBNCc",FALSE,0,NA,2020-02-09 09:44:16,TRUE,NA,"1226441674324312064",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","federicogoria",0,FALSE,FALSE,NA,NA
"88","RT @SEEDSandCHIPS: Meet the mechanical engineer who left Boeing to make plant-based chicken https://t.co/ZS6DBtJpq6 via @qz #alternativepro…",FALSE,0,NA,2020-02-09 09:37:57,FALSE,NA,"1226440086306328576",NA,"<a href=""http://knowledgeofwine.com"" rel=""nofollow"">drobapi</a>","researchmrx",3,TRUE,FALSE,NA,NA
"89","Meet the mechanical engineer who left Boeing to make plant-based chicken https://t.co/ZS6DBtJpq6 via @qz… https://t.co/rJIn5bG5i2",FALSE,2,NA,2020-02-09 09:31:04,TRUE,NA,"1226438356474658817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SEEDSandCHIPS",3,FALSE,FALSE,NA,NA
"90","RT @AnyBodyCanFly: #evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy #doordash
4…",FALSE,0,NA,2020-02-09 08:24:25,FALSE,NA,"1226421580185534464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrJhankar",12,TRUE,FALSE,NA,NA
"91","#vegan #beyondmeat #oatmilk #plantbased https://t.co/iioGczUwpm",FALSE,0,NA,2020-02-09 07:39:20,FALSE,NA,"1226410236623196160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StevenMatly1",0,FALSE,FALSE,NA,NA
"92","https://t.co/AY2POiFlWb #beyondmeat #storedata #locationintelligence #data",FALSE,0,NA,2020-02-09 07:24:26,FALSE,NA,"1226406484835209218",NA,"<a href=""https://www.scrapehero.com/"" rel=""nofollow"">SHCro</a>","ScrapeHero",0,FALSE,FALSE,NA,NA
"93","RT @AnyBodyCanFly: #evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy #doordash
4…",FALSE,0,NA,2020-02-09 06:33:39,FALSE,NA,"1226393707189899264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AsimMahanti",12,TRUE,FALSE,NA,NA
"94","KFC is bringing out 'chicken-less nuggets'? 
What kind of dystopian parallel universe have I woken up in? Baby Yoda… https://t.co/LqJYs1V2BC",FALSE,1,NA,2020-02-09 04:58:36,TRUE,NA,"1226369786080182274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BenJesser1",0,FALSE,FALSE,NA,NA
"95","#promise #fantastic #vegetarian #sunday #sundayvibes #omelette #beyondmeat @beyondmeat #wegotthis… https://t.co/jeQ8L25kaZ",FALSE,0,NA,2020-02-09 04:27:24,TRUE,NA,"1226361935492472832",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","maggietranquila",0,FALSE,FALSE,NA,NA
"96","RT @AnyBodyCanFly: #evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy #doordash
4…",FALSE,0,NA,2020-02-09 04:26:56,FALSE,NA,"1226361818873942021",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sarav811",12,TRUE,FALSE,NA,NA
"97","@iAmWavyyJonez Try The #BeyondMeat  it’s really good",FALSE,0,"iAmWavyyJonez",2020-02-09 04:19:02,FALSE,"1226359575579807745","1226359828248875008","276494509","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KerwinSr",0,FALSE,FALSE,NA,NA
"98","RT @AnyBodyCanFly: #evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy #doordash
4…",FALSE,0,NA,2020-02-09 04:00:44,FALSE,NA,"1226355222651424768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","india95180571",12,TRUE,FALSE,NA,NA
"99","RT @AnyBodyCanFly: #evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy #doordash
4…",FALSE,0,NA,2020-02-09 03:30:53,FALSE,NA,"1226347711768625152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Santoshtam2017",12,TRUE,FALSE,NA,NA
"100","RT @AnyBodyCanFly: #evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy #doordash
4…",FALSE,0,NA,2020-02-09 03:04:08,FALSE,NA,"1226340978413445121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VISHALSHAH333",12,TRUE,FALSE,NA,NA
"101","RT @AnyBodyCanFly: #evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy #doordash
4…",FALSE,0,NA,2020-02-09 01:31:19,FALSE,NA,"1226317620393148417",NA,"<a href=""https://mycowork.space"" rel=""nofollow"">MyCoWork Bot</a>","mycowork_space",12,TRUE,FALSE,NA,NA
"102","#evolution #disruption #innovation 

1 Transportation #Uber
2 Entertainment #Netflix
3 Food delivery #swiggy… https://t.co/m9DyRR7Ty1",FALSE,37,NA,2020-02-09 01:30:39,TRUE,NA,"1226317455359799296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnyBodyCanFly",12,FALSE,FALSE,NA,NA
"103","I just tried the #BeyondMeat Italian sausage.  Wow.  Delicious. https://t.co/tZkhobXVWo",FALSE,0,NA,2020-02-09 01:13:33,FALSE,NA,"1226313149923520512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","webdad3",0,FALSE,FALSE,NA,NA
"104","Small beginnings but starting to cook my own #beyondmeat patties rather than always buying out. https://t.co/RQOJazq8PB",FALSE,0,NA,2020-02-09 00:52:00,FALSE,NA,"1226307728026558464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mcgeck",0,FALSE,FALSE,NA,NA
"105","Sunday February 9; breakfast @ the Bakery Brewing #portmoody or have a poutine or #BeyondMeat burger, Nasi Goreng. https://t.co/uQHu0y4SX1",FALSE,0,NA,2020-02-08 23:59:53,FALSE,NA,"1226294611825446914",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ohmygadofood",0,FALSE,FALSE,NA,NA
"106","Lush dinner... @beyondmeat burger and waitroseandpartners lactose free halloumi 🍔 #meatfreemeal… https://t.co/mMTpxLy97R",FALSE,2,NA,2020-02-08 21:49:50,TRUE,NA,"1226261883864453121",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CharliSillyOats",0,FALSE,FALSE,NA,NA
"107","RT @EdenTreeIM: The interest shown in #BeyondMeat merged with the need to take better care of our planet seems to support the idea that non…",FALSE,0,NA,2020-02-08 20:24:08,FALSE,NA,"1226240316740685824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RoderickCarlyle",11,TRUE,FALSE,NA,NA
"108","@BeyondMeat burger with grilled onions, sliced avocado, slice of cheese &amp; chopped tomato, onion, garlic &amp; jalapeño.… https://t.co/jjPHTUqyPs",FALSE,1,"BeyondMeat",2020-02-08 20:17:56,TRUE,NA,"1226238757332037633","569714177","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChefKevinBelton",0,FALSE,FALSE,NA,NA
"109","So far, so good! Surrounded by love and seasoning on a pillow of grilled onions. I’m so hungry but I’m trying to ho… https://t.co/8NN1M0nANu",FALSE,11,NA,2020-02-08 19:50:47,TRUE,NA,"1226231925104402433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChefKevinBelton",1,FALSE,FALSE,NA,NA
"110","@lipsandskin #beyondmeat ? 😂",FALSE,2,"lipsandskin",2020-02-08 19:46:23,FALSE,"1226229350422503426","1226230816822394880","837278886782185472","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DerMohr",0,FALSE,FALSE,NA,NA
"111","Givin the @BeyondMeat craze a try. So many people have told me about it, I have to try. Have y’all given it a try??… https://t.co/DHb37Se7IQ",FALSE,6,NA,2020-02-08 19:40:51,TRUE,NA,"1226229421847334919",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChefKevinBelton",0,FALSE,FALSE,NA,NA
"112","RT @lgfc2: #BaitATroll #beyondmeat  Doesn't taste like meat or soy ( veggie) burger It simply tastes beyond disgusting An acquired taste On…",FALSE,0,NA,2020-02-08 19:20:11,FALSE,NA,"1226224222550118400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lgfc2",1,TRUE,FALSE,NA,NA
"113","Woke up to snow and panicked bc we wanted delicious @dunkindonuts #BeyondSausage sandwiches. Ran out and got some b… https://t.co/13Jzghe0Al",FALSE,1,NA,2020-02-08 18:47:11,TRUE,NA,"1226215918432391168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PamMartella",0,FALSE,FALSE,NA,NA
"114","#BaitATroll #beyondmeat  Doesn't taste like meat or soy ( veggie) burger It simply tastes beyond disgusting An acqu… https://t.co/LwIKlIYLJs",FALSE,1,NA,2020-02-08 18:40:27,TRUE,NA,"1226214224038219776",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lgfc2",1,FALSE,FALSE,NA,NA
"115","I see Subway are now offering plant based “meatballs” so thought I’d give this plant based diet a go this weekend,… https://t.co/puX2ChvCUo",FALSE,2,NA,2020-02-08 18:36:10,TRUE,NA,"1226213146848829441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XanderMumbles",0,FALSE,FALSE,NA,NA
"116","RT @TrendRaiser: ➡️ BEYOND MEAT
$BYND #beyondmeat

Daily chart

#trendfollowing #stocks #stockstowatch #trading

✅ Follow me!
🔄 Retweet &amp; s…",FALSE,0,NA,2020-02-08 18:14:38,FALSE,NA,"1226207726398836737",NA,"<a href=""https://gambiste.com"" rel=""nofollow"">Gambiste</a>","Gambiste1",3,TRUE,FALSE,NA,NA
"117","@c4chaos @GerberKawasaki Why don't you put a little on to #BeyondMeat? Fun times ahead.",FALSE,8,"c4chaos",2020-02-08 17:58:40,FALSE,"1226196213386506240","1226203708591046656","666913","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AJalomaki",0,FALSE,FALSE,NA,NA
"118","Breakfast club #beyondmeat #plantbased #stillgotit #mydisciples #mychildren #alfa #veins #veinspoppin #goldsgym… https://t.co/H8hixvj4C8",FALSE,0,NA,2020-02-08 17:49:08,TRUE,NA,"1226201309822562304",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Antonio7582",0,FALSE,FALSE,NA,NA
"119","Very interesting to see #KFC's #BeyondMeat chicken will do.... personally Im looking forward to it... #economy https://t.co/CsRRF6zSbn",FALSE,0,NA,2020-02-08 17:40:08,FALSE,NA,"1226199045166845952",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","TreeHouseReal",0,FALSE,FALSE,NA,NA
"120","RT @TrendRaiser: ➡️ BEYOND MEAT
$BYND #beyondmeat

Daily chart

#trendfollowing #stocks #stockstowatch #trading

✅ Follow me!
🔄 Retweet &amp; s…",FALSE,0,NA,2020-02-08 17:25:08,FALSE,NA,"1226195269513043974",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ProfitWins",3,TRUE,FALSE,NA,NA
"121","RT @TrendRaiser: ➡️ BEYOND MEAT
$BYND #beyondmeat

Daily chart

#trendfollowing #stocks #stockstowatch #trading

✅ Follow me!
🔄 Retweet &amp; s…",FALSE,0,NA,2020-02-08 17:21:33,FALSE,NA,"1226194365678309379",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JD04422587",3,TRUE,FALSE,NA,NA
"122","➡️ BEYOND MEAT
$BYND #beyondmeat

Daily chart

#trendfollowing #stocks #stockstowatch #trading

✅ Follow me!
🔄 Retw… https://t.co/jn1opRvUto",FALSE,4,NA,2020-02-08 17:18:21,TRUE,NA,"1226193562741755906",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TrendRaiser",3,FALSE,FALSE,NA,NA
"123","RT @iamlazykat: Pas besoin de caption pour cette photo, elle parle d'elle même 🤤
.
.
.
#yummy #foodporn #pnyburger #beyondmeat #sweetpotato…",FALSE,0,NA,2020-02-08 17:01:07,FALSE,NA,"1226189224585703424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pnyburger",2,TRUE,FALSE,NA,NA
"124","Finally got to taste the #beyondmeat sausage English muffin at Dunkin Donuts,  as an actual non meat eater I apprec… https://t.co/XXbew14zR0",FALSE,0,NA,2020-02-08 16:03:15,TRUE,NA,"1226174664311033857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RealRunDeniRun",0,FALSE,FALSE,NA,NA
"125","#TimHortons have removed all #beyondmeat items from their menu 🧐 https://t.co/GMdNlmuAod",FALSE,0,NA,2020-02-08 15:13:35,FALSE,NA,"1226162164450447361",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hashtagvibe105",0,FALSE,FALSE,NA,NA
"126","RT @JaxEatz: What’s the Difference Between #BeyondMeat and #ImpossibleMeat?
https://t.co/Ag4w0f70ND",FALSE,0,NA,2020-02-08 14:54:51,FALSE,NA,"1226157449163481089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JaxEatz",1,TRUE,FALSE,NA,NA
"127","RT @tivonews: ביונד מיט ממשיכה לכבוש את השוק: https://t.co/bQCFNpjTze
#ויקטורי #bynd #ביונד #ביונדמיט #ביונדבורגר #ביונד_מיט #ביונד_בורגר #…",FALSE,0,NA,2020-02-08 14:41:19,FALSE,NA,"1226154042591719424",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shiri19801",1,TRUE,FALSE,NA,NA
"128","Yummy in my tummy and since I’m on my way home I got to go to the grocery and get me some #BeyondMeat https://t.co/fHBcbOf4uy",FALSE,0,NA,2020-02-08 13:35:10,FALSE,NA,"1226137394715324418",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TruckerGalJen",0,FALSE,FALSE,NA,NA
"129","You love to see it 🥂🍔 up 55%, making up 12% of my portfolio! Still 🐂on them, and think they’re gonna make a big dif… https://t.co/9OL8aOnsuF",FALSE,0,NA,2020-02-08 12:59:13,TRUE,NA,"1226128347924697089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jamie_AdamsIRL",0,FALSE,FALSE,NA,NA
"130","apprx. $4,500
You don't have to be a vegan to benefit from #plantbased products.

#financialliteracy… https://t.co/s5gyScRQog",FALSE,0,NA,2020-02-08 12:55:28,TRUE,NA,"1226127404541923328",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DidEvthButThink",0,FALSE,FALSE,NA,NA
"131","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-08 10:43:30,FALSE,NA,"1226094195624087554",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stefcarriere",10,TRUE,FALSE,NA,NA
"132","$BYND in +5.69% Uptrend, advancing for three consecutive days on February 7, 2020. View odds for this and other ind… https://t.co/vauTdT5AW2",FALSE,0,NA,2020-02-08 10:31:32,TRUE,NA,"1226091184835022853",NA,"<a href=""https://tickeron.com"" rel=""nofollow"">Tickeron</a>","Tickeron",0,FALSE,FALSE,NA,NA
"133","RT @AJalomaki: #BeyondMeat has stormed globally to all freezer sections. I kid you not I see it now in everywhere and selling good despite…",FALSE,0,NA,2020-02-08 09:54:45,FALSE,NA,"1226081925972008960",NA,"<a href=""https://gambiste.com"" rel=""nofollow"">Gambiste</a>","Gambiste1",1,TRUE,FALSE,NA,NA
"134","#BeyondMeat has stormed globally to all freezer sections. I kid you not I see it now in everywhere and selling good… https://t.co/DkShAybeYI",FALSE,0,NA,2020-02-08 09:08:38,TRUE,NA,"1226070322690084866",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AJalomaki",1,FALSE,FALSE,NA,NA
"135","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-08 07:19:21,FALSE,NA,"1226042817786585088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HervePommereau",10,TRUE,FALSE,NA,NA
"136","RT @InfiniteFoods: Beyond Burger AND a view? Yes please! Have it the @PepperclubHotel way, and tag us in those mouth-watering moments!

#in…",FALSE,0,NA,2020-02-08 06:18:00,FALSE,NA,"1226027380524888064",NA,"<a href=""http://knowledgeofwine.com"" rel=""nofollow"">drobapi</a>","researchmrx",2,TRUE,FALSE,NA,NA
"137","Beyond Burger AND a view? Yes please! Have it the @PepperclubHotel way, and tag us in those mouth-watering moments!… https://t.co/pnVYHuDwBW",FALSE,3,NA,2020-02-08 06:00:04,TRUE,NA,"1226022868477235202",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","InfiniteFoods",2,FALSE,FALSE,NA,NA
"138","@yashar @GayleKing Hey @BeyondMeat come get your fucking spokesman #BeyondMeat #BeyondBurger #BoycottBeyondMeat #SnoopDogg",FALSE,1,"yashar",2020-02-08 05:03:11,FALSE,"1225905446596141058","1226008552822603776","11744152","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MetricCafe",0,FALSE,FALSE,NA,NA
"139","@JdeQuebec les #vegans et les #végétalistes et #vegetarian de ce monde sont en parti responsable avec tout leurs pr… https://t.co/8u48cCNfni",FALSE,0,"JdeQuebec",2020-02-08 04:34:38,TRUE,"1225985059716521984","1226001366793031680","31016461","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","urbainculteur",0,FALSE,FALSE,NA,NA
"140","#beyondmeat taco casserole. My wife cooked. Yum https://t.co/Aif8wicz7k https://t.co/3FkR9TH7aV",FALSE,0,NA,2020-02-08 04:00:20,FALSE,NA,"1225992732931432453",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DaigoTanaka",0,FALSE,FALSE,NA,NA
"141","RT @Philoulyon: Est ce que quelqu’un, un politique par ex, va avoir l’intelligence de comprendre ce qui se cache derrière tout ceci ? Une t…",FALSE,0,NA,2020-02-08 03:51:47,FALSE,NA,"1225990581526155265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","micky496",10,TRUE,FALSE,NA,NA
"142","RT @sqwabb: Dumpster-dived 3 fresh packs of ground #BeyondMeat. Good steamed with rice and (other) vegetables. Quite meat-like. But it has…",FALSE,0,NA,2020-02-08 01:01:57,FALSE,NA,"1225947841937326080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rachelthQnA",3,TRUE,FALSE,NA,NA
"143","RT @susteinance: Video: Dr. Tara Narula joins ""CBS This Morning"" to discuss alternative meat burgers https://t.co/YKEjuz4Ksx #ImpossibleBur…",FALSE,0,NA,2020-02-07 23:36:15,FALSE,NA,"1225926276273164289",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WOMENHealthAlly",2,TRUE,FALSE,NA,NA
"144","RT @refnode: In der 3. Woche ging es lecker weiter mit rein pflanzlichen Menüs und das Casino im @dbsystel Silberturm hat sich diese Woche…",FALSE,0,NA,2020-02-07 22:03:45,FALSE,NA,"1225902996049088512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ElectricMaxxx",4,TRUE,FALSE,NA,NA
"145","Going to give it a try. #BeyondMeat #PETA #KFC https://t.co/iOKoTRd5Wk",FALSE,1,NA,2020-02-07 21:55:43,FALSE,NA,"1225900976353226759",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shchsb5",0,FALSE,FALSE,NA,NA
"146","RT @Lakshmi_888: $BYND #BYND #BEYONDMEAT

Looks like it's back !! :)

Handle complete? https://t.co/zLVfG6fQEI",FALSE,0,NA,2020-02-07 20:39:37,FALSE,NA,"1225881825605758978",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ekkison",5,TRUE,FALSE,NA,NA
"147","RT @refnode: In der 3. Woche ging es lecker weiter mit rein pflanzlichen Menüs und das Casino im @dbsystel Silberturm hat sich diese Woche…",FALSE,0,NA,2020-02-07 18:40:36,FALSE,NA,"1225851872491163648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","petranovskaja",4,TRUE,FALSE,NA,NA
"148","#BeyondMeat $BYND 119.06 +6.4%   Beyond Meat Breaks Above 200-Day Moving Average - Bullish for BYND… https://t.co/G1gXPfkFoh",FALSE,0,NA,2020-02-07 17:34:03,TRUE,NA,"1225835125381820417",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Si_Investor",0,FALSE,FALSE,NA,NA
"149","$BYND #BeyondMeat

Count invalidated with a 7% gain so far today and this correction turning out to be a flat.

Thi… https://t.co/ROhNiAMpeb",FALSE,0,"_I_Am_Robin",2020-02-07 17:23:12,TRUE,"1225527248641568770","1225832396190343169","20577291","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","_I_Am_Robin",0,FALSE,FALSE,NA,NA
"150","Jumping on the band wagon! 
.
.
.
.
.
#instagram #beyondburger #plantbased #burger #crueltyfree #vegan… https://t.co/Gibxe6JesM",FALSE,1,NA,2020-02-07 16:59:34,TRUE,NA,"1225826447710990339",NA,"<a href=""https://crowdfireapp.com"" rel=""nofollow"">Crowdfire App</a>","TheDotBoxCo",0,FALSE,FALSE,NA,NA
"151","RT @Lakshmi_888: $BYND #BYND #BEYONDMEAT

6+% up; yup it's defo been snorting something this morning😁",FALSE,0,NA,2020-02-07 16:40:10,FALSE,NA,"1225821566728114177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yassar48658751",2,TRUE,FALSE,NA,NA
"152","$BYND #BYND #BEYONDMEAT

6+% up; yup it's defo been snorting something this morning😁 https://t.co/v1ngDhdFPn",FALSE,1,NA,2020-02-07 16:35:35,FALSE,NA,"1225820411662864384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Lakshmi_888",2,FALSE,FALSE,NA,NA
"153","RT @Lakshmi_888: $BYND #BYND #BEYONDMEAT

Looks like it's back !! :)

Handle complete? https://t.co/zLVfG6fQEI",FALSE,0,NA,2020-02-07 16:10:19,FALSE,NA,"1225814054431797250",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pirmjit",5,TRUE,FALSE,NA,NA
"154","@OsakeKeisari #BeyondMeat 🥰",FALSE,2,"OsakeKeisari",2020-02-07 15:54:41,FALSE,"1225809040502030336","1225810120090771456","893200144191107072","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AJalomaki",0,FALSE,FALSE,NA,NA
"155","RT @Alexios1201: $BYND #BEYONDMEAT 

Kim Kardashian Just Gave a Surprise Boost to Beyond Meat (BYND) Stock https://t.co/Bp6mXO6gCY via @ccn…",FALSE,0,NA,2020-02-07 15:50:11,FALSE,NA,"1225808988601815040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AHintOfLemon269",3,TRUE,FALSE,NA,NA
"156","RT @Lakshmi_888: $BYND #BYND #BEYONDMEAT

Looks like it's back !! :)

Handle complete? https://t.co/zLVfG6fQEI",FALSE,0,NA,2020-02-07 15:49:59,FALSE,NA,"1225808936793755648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrahameCook",5,TRUE,FALSE,NA,NA
"157","RT @Lakshmi_888: $BYND #BYND #BEYONDMEAT

Looks like it's back !! :)

Handle complete? https://t.co/zLVfG6fQEI",FALSE,0,NA,2020-02-07 15:44:33,FALSE,NA,"1225807568855076865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yassar48658751",5,TRUE,FALSE,NA,NA
"158","So I just tried the #beyondmeat from @dunkindonuts and I am impressed!😍😋🥐",FALSE,0,NA,2020-02-07 15:40:18,FALSE,NA,"1225806497990545409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nhaamoree",0,FALSE,FALSE,NA,NA
